order_id,customer_id,order_date,category,product,quantity,price,payment_method
O0751,C053,2024-01-07,Beauty,Hair Dryer,2,15.18,PayPal
O0752,C142,2023-05-28,Beauty,Skincare Set,1,123.2,Credit Card
O0753,C312,2024-05-23,Beauty,Perfume,3,129.86,Bank Transfer
O0754,C328,2024-05-25,Sports,Dumbbells,1,16.77,Gift Card
O0755,C099,2024-01-20,Home,Lamp,3,117.69,PayPal
O0756,C360,2024-07-23,Beauty,Makeup Kit,2,220.99,Gift Card
O0757,C110,2023-02-11,Sports,Tennis Racket,3,56.45,PayPal
O0758,C429,2024-01-12,Home,Vacuum Cleaner,3,101.57,Credit Card
O0759,C015,2024-06-12,Fashion,Sneakers,1,243.44,Gift Card
O0760,C254,2023-09-05,Electronics,Laptop,2,88.81,Gift Card
O0761,C189,2023-01-26,Electronics,Smartphone,2,284.54,PayPal
O0762,C070,2024-05-08,Sports,Yoga Mat,3,57.67,Credit Card
O0763,C152,2023-05-05,Home,Cookware,1,294.15,Bank Transfer
O0764,C161,2023-01-04,Sports,Running Shoes,1,169.56,Credit Card
O0765,C430,2023-02-11,Beauty,Skincare Set,1,65.31,PayPal
O0766,C192,2024-10-08,Electronics,Headphones,1,12.55,Bank Transfer
O0767,C070,2023-03-18,Electronics,Monitor,3,132.66,Bank Transfer
O0768,C085,2024-07-02,Home,Vacuum Cleaner,1,297.81,Credit Card
O0769,C060,2023-06-06,Fashion,T-Shirt,1,212.63,PayPal
O0770,C418,2023-06-11,Electronics,Keyboard,1,106.31,PayPal
O0771,C286,2023-06-12,Beauty,Shampoo,3,121.65,Gift Card
O0772,C254,2024-01-03,Beauty,Shampoo,2,31.57,PayPal
O0773,C493,2024-12-24,Beauty,Makeup Kit,2,291.05,Bank Transfer
O0774,C343,2023-03-08,Beauty,Skincare Set,1,206.04,Bank Transfer
O0775,C071,2023-12-30,Home,Cookware,2,60.24,Bank Transfer
O0776,C002,2023-10-16,Sports,Running Shoes,1,286.29,Credit Card
O0777,C189,2023-02-22,Beauty,Perfume,2,292.73,PayPal
O0778,C478,2023-11-21,Home,Chair,1,104.71,Credit Card
O0779,C339,2024-05-03,Home,Chair,1,291.17,Gift Card
O0780,C057,2023-10-12,Beauty,Hair Dryer,3,251.23,Bank Transfer
O0781,C046,2023-04-16,Home,Chair,2,213.59,PayPal
O0782,C207,2023-09-27,Electronics,Laptop,2,215.34,PayPal
O0783,C480,2024-03-09,Beauty,Shampoo,3,218.82,Credit Card
O0784,C264,2024-02-17,Beauty,Makeup Kit,3,141.26,Credit Card
O0785,C043,2024-03-27,Beauty,Skincare Set,3,115.17,PayPal
O0786,C209,2023-09-15,Electronics,Smartphone,1,97.35,PayPal
O0787,C213,2024-09-19,Electronics,Laptop,2,129.46,Gift Card
O0788,C032,2023-11-15,Fashion,Sneakers,2,75.41,Gift Card
O0789,C220,2024-06-22,Beauty,Perfume,2,244.17,Gift Card
O0790,C484,2024-11-24,Home,Cookware,1,220.42,PayPal
O0791,C107,2023-03-19,Sports,Bicycle Helmet,2,213.25,PayPal
O0792,C082,2024-11-26,Electronics,Laptop,1,112.19,Credit Card
O0793,C243,2023-04-26,Electronics,Keyboard,1,296.51,Credit Card
O0794,C014,2024-05-06,Electronics,Headphones,1,252.74,Bank Transfer
O0795,C322,2024-10-15,Beauty,Perfume,1,246.68,Bank Transfer
O0796,C348,2023-07-29,Home,Cookware,1,140.48,PayPal
O0797,C187,2023-09-08,Beauty,Makeup Kit,3,61.42,PayPal
O0798,C349,2023-04-20,Sports,Yoga Mat,3,40.2,Bank Transfer
O0799,C323,2024-03-14,Beauty,Makeup Kit,1,34.5,Credit Card
O0800,C069,2023-05-09,Beauty,Perfume,1,164.19,Credit Card
O0801,C371,2023-12-31,Beauty,Shampoo,3,90.84,Bank Transfer
O0802,C315,2024-09-10,Home,Cookware,3,270.2,Bank Transfer
O0803,C160,2024-05-13,Home,Cookware,3,112.05,Credit Card
O0804,C420,2024-01-01,Beauty,Shampoo,3,46.09,Gift Card
O0805,C459,2024-11-06,Sports,Yoga Mat,2,146.22,Bank Transfer
O0806,C287,2023-04-27,Home,Lamp,1,61.54,Gift Card
O0807,C220,2023-07-28,Beauty,Skincare Set,1,54.79,Bank Transfer
O0808,C373,2023-08-19,Beauty,Makeup Kit,3,228.67,Gift Card
O0809,C194,2023-09-11,Sports,Yoga Mat,2,245.15,Bank Transfer
O0810,C162,2023-10-29,Beauty,Skincare Set,1,20.09,PayPal
O0811,C246,2023-07-08,Home,Cookware,2,96.28,Credit Card
O0812,C127,2023-05-12,Sports,Yoga Mat,3,192.38,Bank Transfer
O0813,C436,2024-09-11,Home,Chair,2,33.27,PayPal
O0814,C370,2023-01-15,Electronics,Laptop,1,44.98,Bank Transfer
O0815,C448,2023-11-24,Fashion,T-Shirt,3,23.23,Bank Transfer
O0816,C003,2023-01-23,Sports,Yoga Mat,1,44.63,Bank Transfer
O0817,C293,2023-02-09,Beauty,Skincare Set,3,125.87,Bank Transfer
O0818,C348,2023-06-03,Fashion,T-Shirt,2,181.74,Gift Card
O0819,C166,2023-12-14,Sports,Dumbbells,3,103.18,Gift Card
O0820,C226,2024-06-15,Fashion,Jeans,1,280.79,Credit Card
O0821,C322,2023-09-19,Home,Chair,2,169.44,PayPal
O0822,C160,2024-11-23,Sports,Tennis Racket,1,291.75,Credit Card
O0823,C056,2024-08-02,Fashion,Jacket,1,202.56,Gift Card
O0824,C157,2023-09-09,Sports,Running Shoes,1,173.88,Gift Card
O0825,C496,2023-03-20,Home,Coffee Maker,2,118.09,PayPal
O0826,C299,2024-10-20,Home,Cookware,3,129.86,PayPal
O0827,C422,2023-08-05,Beauty,Hair Dryer,1,133.79,PayPal
O0828,C282,2023-12-16,Sports,Yoga Mat,2,153.87,PayPal
O0829,C337,2024-06-18,Fashion,Jacket,2,196.2,Gift Card
O0830,C452,2024-07-12,Sports,Dumbbells,1,184.12,Credit Card
O0831,C235,2023-06-16,Electronics,Keyboard,3,81.68,Gift Card
O0832,C018,2024-10-06,Sports,Bicycle Helmet,1,234.79,Bank Transfer
O0833,C074,2023-01-13,Electronics,Laptop,3,101.42,PayPal
O0834,C297,2024-12-07,Sports,Tennis Racket,1,146.06,Gift Card
O0835,C292,2024-11-10,Fashion,Jeans,3,47.88,Credit Card
O0836,C408,2024-01-19,Fashion,Jeans,1,43.62,Credit Card
O0837,C081,2024-08-10,Sports,Bicycle Helmet,1,271.57,Bank Transfer
O0838,C193,2023-05-11,Home,Vacuum Cleaner,1,196.26,Credit Card
O0839,C143,2024-02-17,Fashion,Jacket,1,189.18,Gift Card
O0840,C069,2024-03-21,Sports,Running Shoes,1,96.55,Gift Card
O0841,C162,2023-09-16,Electronics,Headphones,1,60.71,Gift Card
O0842,C212,2024-07-14,Electronics,Keyboard,3,273.57,Gift Card
O0843,C143,2023-12-01,Beauty,Shampoo,3,175.49,Credit Card
O0844,C254,2024-06-09,Beauty,Makeup Kit,2,49.71,Gift Card
O0845,C140,2024-03-29,Fashion,T-Shirt,2,225.96,Bank Transfer
O0846,C397,2024-03-01,Beauty,Perfume,1,194.42,PayPal
O0847,C498,2024-11-03,Home,Chair,2,123.96,Gift Card
O0848,C374,2023-03-25,Fashion,Jeans,1,141.24,Credit Card
O0849,C020,2023-04-10,Fashion,T-Shirt,3,116.94,Gift Card
O0850,C060,2024-09-18,Fashion,Jacket,1,282.72,PayPal
O0851,C466,2024-09-20,Home,Chair,3,44.62,PayPal
O0852,C485,2023-12-02,Beauty,Makeup Kit,3,114.87,Gift Card
O0853,C342,2024-11-19,Sports,Tennis Racket,1,114.08,Gift Card
O0854,C391,2023-10-02,Fashion,Sneakers,2,14.81,Bank Transfer
O0855,C155,2023-07-04,Beauty,Skincare Set,1,76.92,Gift Card
O0856,C371,2023-10-03,Beauty,Hair Dryer,2,103.62,Bank Transfer
O0857,C489,2024-03-31,Electronics,Keyboard,2,216.28,PayPal
O0858,C318,2024-01-22,Sports,Yoga Mat,2,33.03,PayPal
O0859,C233,2024-03-12,Fashion,Jeans,1,229.09,Gift Card
O0860,C081,2024-06-14,Home,Lamp,2,276.38,Gift Card
O0861,C205,2023-05-01,Fashion,Jeans,3,77.7,Gift Card
O0862,C323,2023-04-29,Sports,Running Shoes,3,202.06,Gift Card
O0863,C275,2024-12-11,Sports,Running Shoes,1,128.55,Gift Card
O0864,C193,2024-05-13,Electronics,Headphones,2,281.27,PayPal
O0865,C486,2023-09-21,Home,Coffee Maker,2,27.62,Bank Transfer
O0866,C292,2024-04-21,Fashion,Sneakers,1,212.64,Credit Card
O0867,C157,2024-04-09,Fashion,T-Shirt,2,49.54,Gift Card
O0868,C120,2023-02-21,Electronics,Laptop,3,249.85,PayPal
O0869,C146,2024-06-21,Beauty,Makeup Kit,2,180.84,Gift Card
O0870,C121,2024-03-04,Home,Vacuum Cleaner,3,15.47,Bank Transfer
O0871,C022,2023-05-27,Electronics,Smartphone,1,157.67,Bank Transfer
O0872,C220,2024-04-05,Home,Cookware,3,147.54,Credit Card
O0873,C316,2024-01-06,Home,Chair,2,49.67,Credit Card
O0874,C028,2023-12-10,Electronics,Monitor,1,189.11,Credit Card
O0875,C330,2023-01-20,Sports,Running Shoes,2,160.06,PayPal
O0876,C104,2024-07-30,Beauty,Shampoo,2,29.08,Credit Card
O0877,C460,2024-08-31,Home,Lamp,3,104.91,Bank Transfer
O0878,C265,2023-10-29,Electronics,Keyboard,3,224.93,Gift Card
O0879,C489,2023-11-09,Fashion,Sneakers,1,56.02,Bank Transfer
O0880,C194,2024-08-11,Fashion,T-Shirt,2,46.42,Gift Card
O0881,C240,2024-03-24,Sports,Yoga Mat,1,247.44,Bank Transfer
O0882,C268,2023-07-19,Sports,Tennis Racket,1,285.64,Bank Transfer
O0883,C209,2023-03-29,Beauty,Hair Dryer,2,190.39,PayPal
O0884,C369,2024-06-14,Electronics,Keyboard,1,80.7,Bank Transfer
O0885,C047,2024-11-09,Electronics,Smartphone,1,218.15,Credit Card
O0886,C302,2023-09-20,Beauty,Perfume,2,106.83,Gift Card
O0887,C122,2024-06-18,Home,Chair,1,20.09,Gift Card
O0888,C044,2024-06-05,Electronics,Laptop,1,52.88,PayPal
O0889,C445,2023-07-01,Sports,Bicycle Helmet,2,51.14,PayPal
O0890,C191,2023-02-14,Electronics,Monitor,3,199.37,Gift Card
O0891,C278,2023-11-22,Beauty,Shampoo,1,71.44,PayPal
O0892,C257,2023-06-16,Beauty,Makeup Kit,3,117.35,Bank Transfer
O0893,C179,2024-10-21,Beauty,Skincare Set,2,244.46,PayPal
O0894,C035,2023-02-04,Electronics,Smartphone,2,200.48,Gift Card
O0895,C027,2024-04-14,Fashion,Sneakers,1,145.06,Credit Card
O0896,C117,2023-06-22,Home,Cookware,3,241.93,Gift Card
O0897,C420,2023-02-11,Sports,Bicycle Helmet,3,28.1,Gift Card
O0898,C361,2023-10-03,Electronics,Monitor,3,11.58,PayPal
O0899,C461,2024-07-07,Electronics,Keyboard,3,209.23,Credit Card
O0900,C215,2024-12-07,Electronics,Smartphone,1,193.72,Bank Transfer
O0901,C451,2023-02-08,Home,Vacuum Cleaner,1,137.6,Bank Transfer
O0902,C212,2024-04-25,Home,Lamp,1,275.16,Bank Transfer
O0903,C313,2024-09-27,Electronics,Keyboard,3,88.71,PayPal
O0904,C384,2023-02-08,Home,Coffee Maker,1,42.39,Bank Transfer
O0905,C409,2023-10-23,Beauty,Hair Dryer,2,280.37,PayPal
O0906,C430,2023-05-11,Home,Coffee Maker,2,106.73,Gift Card
O0907,C438,2023-11-19,Beauty,Skincare Set,3,77.28,Bank Transfer
O0908,C316,2024-05-24,Fashion,Dress,2,44.05,Bank Transfer
O0909,C276,2023-03-01,Electronics,Headphones,2,164.74,Credit Card
O0910,C014,2023-03-11,Electronics,Laptop,3,287.89,Bank Transfer
O0911,C117,2024-04-06,Electronics,Headphones,2,159.27,Gift Card
O0912,C229,2023-06-18,Fashion,Dress,1,240.61,Bank Transfer
O0913,C312,2024-09-08,Electronics,Laptop,2,212.38,Credit Card
O0914,C012,2023-04-11,Sports,Yoga Mat,2,252.01,PayPal
O0915,C224,2024-09-27,Sports,Bicycle Helmet,3,155.56,Credit Card
O0916,C055,2024-07-06,Home,Chair,2,246.75,Credit Card
O0917,C096,2024-11-23,Sports,Dumbbells,3,185.43,PayPal
O0918,C426,2023-11-06,Sports,Tennis Racket,2,94.6,Bank Transfer
O0919,C429,2023-05-08,Electronics,Monitor,3,191.77,Credit Card
O0920,C435,2023-07-22,Home,Lamp,3,204.82,Bank Transfer
O0921,C219,2023-10-13,Home,Coffee Maker,1,214.98,PayPal
O0922,C040,2023-07-11,Sports,Bicycle Helmet,1,279.29,Bank Transfer
O0923,C382,2024-12-10,Fashion,Jacket,3,153.28,Gift Card
O0924,C017,2023-10-07,Sports,Bicycle Helmet,3,186.68,Gift Card
O0925,C153,2024-09-13,Beauty,Makeup Kit,1,111.37,Gift Card
O0926,C221,2024-07-14,Home,Vacuum Cleaner,3,111.45,Gift Card
O0927,C066,2024-06-21,Electronics,Monitor,3,37.86,Bank Transfer
O0928,C078,2023-04-05,Home,Vacuum Cleaner,3,47.73,Bank Transfer
O0929,C123,2023-03-29,Home,Coffee Maker,2,97.95,Bank Transfer
O0930,C186,2024-03-26,Sports,Bicycle Helmet,3,170.67,Credit Card
O0931,C396,2024-04-16,Beauty,Perfume,3,157.68,Bank Transfer
O0932,C116,2024-06-25,Electronics,Monitor,1,45.3,PayPal
O0933,C311,2023-03-19,Beauty,Shampoo,3,121.39,PayPal
O0934,C273,2024-04-07,Home,Chair,2,112.17,Bank Transfer
O0935,C468,2023-08-09,Sports,Bicycle Helmet,3,268.2,Gift Card
O0936,C063,2024-09-22,Home,Coffee Maker,2,196.21,Bank Transfer
O0937,C226,2023-11-18,Beauty,Hair Dryer,3,96.89,Credit Card
O0938,C012,2024-05-26,Beauty,Hair Dryer,2,155.33,Bank Transfer
O0939,C301,2023-09-08,Sports,Bicycle Helmet,3,276.57,Credit Card
O0940,C085,2024-11-01,Electronics,Monitor,1,120.19,Bank Transfer
O0941,C108,2023-10-03,Fashion,T-Shirt,3,283.24,Credit Card
O0942,C465,2024-03-05,Home,Coffee Maker,2,108.18,PayPal
O0943,C060,2023-09-05,Sports,Tennis Racket,1,10.01,PayPal
O0944,C259,2024-12-28,Fashion,Jeans,2,261.69,PayPal
O0945,C153,2023-10-27,Beauty,Shampoo,3,158.86,Bank Transfer
O0946,C265,2023-03-06,Fashion,Sneakers,3,127.76,Credit Card
O0947,C180,2023-09-23,Beauty,Shampoo,3,228.17,PayPal
O0948,C383,2023-11-25,Fashion,Jacket,2,198.32,Gift Card
O0949,C440,2023-04-25,Home,Chair,3,119.49,PayPal
O0950,C344,2024-07-30,Electronics,Keyboard,3,153.32,Gift Card
O0951,C056,2023-03-06,Sports,Bicycle Helmet,3,142.6,Credit Card
O0952,C073,2023-03-28,Electronics,Laptop,2,119.33,Bank Transfer
O0953,C488,2023-04-26,Sports,Bicycle Helmet,3,218.63,PayPal
O0954,C122,2024-07-30,Fashion,Sneakers,2,155.39,PayPal
O0955,C390,2023-01-13,Fashion,Dress,2,215.38,Credit Card
O0956,C081,2023-08-25,Electronics,Smartphone,2,99.87,PayPal
O0957,C163,2023-03-25,Electronics,Smartphone,2,278.59,PayPal
O0958,C154,2023-01-12,Beauty,Perfume,3,77.76,PayPal
O0959,C410,2023-05-14,Sports,Bicycle Helmet,1,249.14,PayPal
O0960,C001,2023-03-20,Beauty,Makeup Kit,1,74.22,Gift Card
O0961,C001,2023-12-11,Sports,Bicycle Helmet,3,72.4,Credit Card
O0962,C266,2023-03-25,Home,Coffee Maker,3,194.81,Gift Card
O0963,C301,2023-01-31,Sports,Bicycle Helmet,1,297.31,Gift Card
O0964,C232,2024-08-26,Sports,Dumbbells,1,145.12,Gift Card
O0965,C309,2024-12-10,Home,Cookware,3,124.18,PayPal
O0966,C286,2024-11-05,Electronics,Keyboard,1,163.49,PayPal
O0967,C062,2024-06-29,Sports,Yoga Mat,1,178.94,Credit Card
O0968,C122,2023-05-16,Home,Chair,3,292.5,Bank Transfer
O0969,C194,2024-01-30,Home,Chair,1,272.15,Gift Card
O0970,C489,2023-11-13,Electronics,Keyboard,2,214.4,Bank Transfer
O0971,C293,2024-11-12,Beauty,Skincare Set,2,55.21,Gift Card
O0972,C341,2024-07-02,Sports,Tennis Racket,2,179.58,PayPal
O0973,C267,2024-09-25,Sports,Dumbbells,2,171.78,PayPal
O0974,C143,2024-05-11,Home,Chair,2,159.48,Credit Card
O0975,C142,2024-04-13,Fashion,Jacket,2,188.54,Credit Card
O0976,C389,2024-03-07,Home,Chair,3,56.42,Credit Card
O0977,C086,2023-10-25,Fashion,Sneakers,3,171.04,Credit Card
O0978,C026,2024-10-24,Beauty,Perfume,3,223.58,Gift Card
O0979,C099,2024-05-29,Beauty,Makeup Kit,3,15.72,Credit Card
O0980,C242,2024-03-23,Sports,Tennis Racket,3,179.85,Gift Card
O0981,C340,2023-10-27,Sports,Running Shoes,1,68.18,Gift Card
O0982,C439,2024-02-24,Sports,Tennis Racket,3,59.04,Gift Card
O0983,C280,2024-07-10,Electronics,Smartphone,2,285.22,Credit Card
O0984,C210,2023-07-19,Fashion,Dress,2,241.31,Credit Card
O0985,C153,2023-01-10,Electronics,Laptop,1,262.6,Bank Transfer
O0986,C382,2024-05-14,Sports,Running Shoes,1,100.26,Bank Transfer
O0987,C439,2024-07-05,Electronics,Keyboard,1,43.83,Gift Card
O0988,C251,2023-08-30,Home,Lamp,2,139.55,Gift Card
O0989,C050,2023-02-22,Sports,Yoga Mat,1,39.42,Bank Transfer
O0990,C074,2024-05-31,Electronics,Monitor,1,168.39,Credit Card
O0991,C139,2023-07-05,Home,Cookware,2,36.41,PayPal
O0992,C455,2024-06-25,Electronics,Monitor,3,76.21,Bank Transfer
O0993,C331,2024-05-30,Fashion,T-Shirt,3,121.49,PayPal
O0994,C159,2023-08-06,Fashion,Jacket,3,87.2,Credit Card
O0995,C356,2024-08-26,Home,Cookware,1,122.01,Gift Card
O0996,C202,2023-09-25,Fashion,T-Shirt,2,237.94,Gift Card
O0997,C138,2024-03-18,Beauty,Perfume,3,50.34,Credit Card
O0998,C336,2024-02-24,Sports,Dumbbells,2,121.92,PayPal
O0999,C259,2023-08-05,Electronics,Monitor,2,38.93,Credit Card
O1000,C465,2024-07-27,Home,Cookware,1,37.87,Gift Card
O1001,C256,2023-07-02,Sports,Dumbbells,1,74.36,PayPal
O1002,C122,2024-11-17,Beauty,Makeup Kit,3,213.76,Bank Transfer
O1003,C350,2024-12-17,Beauty,Makeup Kit,1,210.16,PayPal
O1004,C234,2023-03-07,Fashion,Dress,3,30.97,PayPal
O1005,C499,2023-04-10,Home,Cookware,2,159.16,PayPal
O1006,C426,2024-02-07,Home,Vacuum Cleaner,3,212.91,PayPal
O1007,C166,2023-05-15,Fashion,Jeans,2,117.21,PayPal
O1008,C428,2024-11-04,Beauty,Skincare Set,1,86.88,PayPal
O1009,C456,2024-07-13,Electronics,Headphones,1,163.47,Credit Card
O1010,C281,2024-04-14,Sports,Dumbbells,1,86.22,Credit Card
O1011,C350,2023-02-19,Electronics,Monitor,1,33.65,PayPal
O1012,C087,2023-01-17,Fashion,Sneakers,1,298.76,PayPal
O1013,C241,2023-08-08,Beauty,Hair Dryer,3,145.36,Gift Card
O1014,C397,2023-07-18,Home,Coffee Maker,2,55.44,Credit Card
O1015,C222,2023-03-29,Electronics,Laptop,1,255.06,PayPal
O1016,C412,2023-09-15,Beauty,Shampoo,2,277.82,PayPal
O1017,C165,2023-03-01,Electronics,Headphones,2,178.47,Credit Card
O1018,C292,2023-02-02,Electronics,Keyboard,1,14.4,PayPal
O1019,C488,2024-04-09,Sports,Running Shoes,2,52.18,Bank Transfer
O1020,C071,2023-09-11,Sports,Bicycle Helmet,1,78.98,Bank Transfer
O1021,C098,2024-12-25,Beauty,Shampoo,2,272.44,PayPal
O1022,C231,2024-03-30,Home,Cookware,2,182.59,PayPal
O1023,C448,2023-01-08,Fashion,Jeans,2,63.41,Gift Card
O1024,C296,2024-03-25,Beauty,Perfume,3,247.56,PayPal
O1025,C365,2024-02-29,Home,Chair,1,141.08,Bank Transfer
O1026,C158,2023-07-31,Fashion,T-Shirt,1,130.49,Bank Transfer
O1027,C211,2023-09-27,Sports,Yoga Mat,2,238.43,Gift Card
O1028,C090,2024-10-10,Fashion,Jeans,1,27.05,PayPal
O1029,C236,2024-12-19,Beauty,Perfume,2,15.7,PayPal
O1030,C345,2023-07-11,Home,Lamp,1,174.4,Gift Card
O1031,C250,2024-01-09,Electronics,Monitor,3,32.67,Gift Card
O1032,C026,2023-07-30,Sports,Running Shoes,3,35.6,Bank Transfer
O1033,C169,2023-12-31,Sports,Yoga Mat,3,123.27,Gift Card
O1034,C437,2024-11-08,Home,Lamp,1,69.2,Gift Card
O1035,C442,2024-05-21,Electronics,Headphones,3,133.72,Gift Card
O1036,C309,2024-04-20,Sports,Running Shoes,1,284.95,PayPal
O1037,C177,2024-04-23,Beauty,Makeup Kit,2,147.72,Gift Card
O1038,C129,2024-12-12,Fashion,Dress,2,276.6,Bank Transfer
O1039,C085,2023-06-14,Home,Cookware,3,190.64,Credit Card
O1040,C456,2024-05-14,Home,Chair,1,197.03,Credit Card
O1041,C223,2023-09-03,Beauty,Shampoo,2,71.71,PayPal
O1042,C350,2024-02-11,Home,Cookware,1,200.28,PayPal
O1043,C259,2023-04-07,Fashion,T-Shirt,1,54.2,PayPal
O1044,C213,2023-04-05,Electronics,Headphones,3,256.59,PayPal
O1045,C428,2023-05-20,Fashion,Sneakers,2,294.87,PayPal
O1046,C357,2024-11-18,Electronics,Headphones,1,56.4,Bank Transfer
O1047,C087,2024-01-23,Electronics,Keyboard,2,102.05,Credit Card
O1048,C422,2023-12-14,Home,Vacuum Cleaner,3,119.43,Gift Card
O1049,C174,2024-01-24,Home,Cookware,2,191.46,Bank Transfer
O1050,C265,2024-09-06,Beauty,Perfume,1,166.94,PayPal
O1051,C103,2023-01-06,Beauty,Skincare Set,3,287.87,Credit Card
O1052,C283,2023-10-30,Home,Vacuum Cleaner,1,133.3,Gift Card
O1053,C452,2023-12-20,Sports,Tennis Racket,1,292.97,Gift Card
O1054,C060,2024-05-24,Home,Cookware,3,275.47,Credit Card
O1055,C424,2024-01-03,Sports,Yoga Mat,3,103.3,Bank Transfer
O1056,C238,2024-09-11,Electronics,Headphones,3,124.17,Credit Card
O1057,C456,2024-11-21,Electronics,Headphones,1,278.63,Gift Card
O1058,C262,2024-04-16,Sports,Yoga Mat,2,60.59,Bank Transfer
O1059,C463,2024-11-04,Home,Cookware,1,95.22,Credit Card
O1060,C036,2024-06-10,Home,Chair,2,63.93,PayPal
O1061,C094,2024-08-30,Beauty,Shampoo,2,283.24,Gift Card
O1062,C369,2024-06-05,Electronics,Headphones,2,218.36,PayPal
O1063,C466,2024-09-19,Sports,Running Shoes,2,251.8,Bank Transfer
O1064,C420,2023-12-26,Fashion,Sneakers,3,245.01,Gift Card
O1065,C138,2023-09-07,Home,Lamp,3,135.12,PayPal
O1066,C477,2023-04-03,Beauty,Hair Dryer,1,123.93,Gift Card
O1067,C061,2023-11-24,Sports,Running Shoes,2,288.12,Gift Card
O1068,C455,2024-02-01,Electronics,Monitor,1,276.36,Gift Card
O1069,C304,2023-06-10,Electronics,Headphones,2,39.05,Credit Card
O1070,C077,2023-09-10,Beauty,Skincare Set,3,57.95,Credit Card
O1071,C242,2024-02-12,Fashion,T-Shirt,2,217.06,PayPal
O1072,C215,2023-07-16,Home,Cookware,2,293.53,PayPal
O1073,C475,2023-01-14,Fashion,Jacket,3,186.73,PayPal
O1074,C174,2024-05-19,Beauty,Shampoo,1,197.15,PayPal
O1075,C055,2024-05-17,Beauty,Shampoo,1,63.8,Credit Card
O1076,C244,2023-04-04,Fashion,Jacket,1,31.93,Credit Card
O1077,C119,2023-12-26,Fashion,Jacket,1,208.17,Credit Card
O1078,C052,2023-10-30,Beauty,Makeup Kit,1,55.28,Bank Transfer
O1079,C115,2023-09-05,Electronics,Keyboard,2,74.93,PayPal
O1080,C276,2023-01-05,Home,Coffee Maker,1,92.36,PayPal
O1081,C051,2023-11-14,Beauty,Skincare Set,2,236.67,Gift Card
O1082,C314,2024-05-04,Sports,Bicycle Helmet,2,37.1,PayPal
O1083,C221,2023-04-27,Sports,Tennis Racket,1,83.57,PayPal
O1084,C055,2024-08-18,Fashion,T-Shirt,3,121.12,Bank Transfer
O1085,C369,2023-08-22,Sports,Tennis Racket,3,298.94,Credit Card
O1086,C111,2024-08-22,Sports,Yoga Mat,1,14.0,PayPal
O1087,C153,2024-09-15,Fashion,Jacket,2,94.18,PayPal
O1088,C403,2023-01-19,Electronics,Laptop,3,103.59,Gift Card
O1089,C113,2023-12-01,Home,Coffee Maker,2,185.91,PayPal
O1090,C011,2024-02-01,Home,Lamp,1,80.01,Gift Card
O1091,C377,2023-06-26,Electronics,Keyboard,3,249.65,Gift Card
O1092,C448,2023-01-09,Fashion,Jeans,1,63.05,PayPal
O1093,C045,2024-05-30,Beauty,Skincare Set,1,125.7,PayPal
O1094,C292,2023-01-07,Electronics,Laptop,3,248.26,Credit Card
O1095,C117,2024-01-30,Electronics,Smartphone,2,77.13,PayPal
O1096,C423,2024-09-07,Beauty,Hair Dryer,2,282.44,Bank Transfer
O1097,C231,2024-05-29,Home,Lamp,3,94.14,PayPal
O1098,C351,2023-10-17,Beauty,Perfume,2,34.98,PayPal
O1099,C068,2024-09-06,Beauty,Hair Dryer,3,296.08,Credit Card
O1100,C172,2023-03-16,Electronics,Headphones,1,271.37,Gift Card
O1101,C291,2024-10-11,Sports,Yoga Mat,3,46.8,Credit Card
O1102,C465,2024-07-07,Beauty,Skincare Set,1,93.02,Gift Card
O1103,C179,2024-12-23,Beauty,Makeup Kit,1,130.52,PayPal
O1104,C474,2024-05-31,Electronics,Headphones,1,172.41,Bank Transfer
O1105,C471,2023-12-04,Electronics,Smartphone,3,50.6,Gift Card
O1106,C250,2023-10-25,Beauty,Perfume,1,102.97,PayPal
O1107,C267,2024-09-01,Home,Vacuum Cleaner,3,247.71,Bank Transfer
O1108,C219,2023-08-22,Beauty,Shampoo,2,113.56,PayPal
O1109,C318,2023-10-14,Electronics,Keyboard,3,118.25,PayPal
O1110,C222,2023-11-19,Beauty,Hair Dryer,1,272.07,PayPal
O1111,C398,2024-01-14,Home,Lamp,2,66.39,Bank Transfer
O1112,C030,2023-04-04,Home,Lamp,1,250.26,PayPal
O1113,C125,2023-03-15,Sports,Running Shoes,2,46.72,Bank Transfer
O1114,C252,2024-12-21,Electronics,Headphones,3,224.28,Gift Card
O1115,C116,2023-11-24,Beauty,Skincare Set,3,135.74,Bank Transfer
O1116,C369,2023-07-27,Fashion,T-Shirt,2,206.0,Credit Card
O1117,C189,2023-06-29,Sports,Bicycle Helmet,2,214.99,Gift Card
O1118,C235,2023-03-09,Fashion,Sneakers,1,82.46,PayPal
O1119,C176,2024-12-28,Fashion,Dress,3,21.59,PayPal
O1120,C350,2024-12-04,Sports,Dumbbells,3,227.42,PayPal
O1121,C371,2024-08-16,Electronics,Monitor,2,226.91,Gift Card
O1122,C040,2024-07-06,Electronics,Monitor,1,69.51,Credit Card
O1123,C081,2023-11-18,Fashion,Dress,2,106.69,Credit Card
O1124,C268,2023-11-29,Sports,Dumbbells,2,176.99,Credit Card
O1125,C056,2024-01-21,Sports,Tennis Racket,2,213.81,Gift Card
O1126,C387,2024-02-28,Beauty,Shampoo,3,194.19,Credit Card
O1127,C495,2024-06-27,Beauty,Perfume,1,251.59,Credit Card
O1128,C340,2023-10-01,Electronics,Smartphone,1,56.12,Bank Transfer
