OrderDate,Region,Platform,Genre,GameTitle,UnitsSold,Price,Revenue,Cost,Profit
13/03/2024,South America,Switch,Sports,Fishing Frenzy,136,55.85,7595.6,29.56,3575.44
13/03/2024,Europe,Xbox,Simulation,City Architect,940,65.75,61805,17.12,45712.2
14/03/2024,South America,PS5,Adventure,Football Hero,612,70.39,43078.68,22.24,29467.8
14/03/2024,Europe,Switch,Action,FarmLife Sim,642,69.44,44580.48,21.74,30623.4
14/03/2024,South America,PC,Simulation,StarBattle V,315,42.07,13252.05,34.47,2394
14/03/2024,South America,PC,Action,Brain Blox,484,64.12,31034.08,16.31,23140.04
14/03/2024,North America,Xbox,Action,Galaxy Wars,576,38.4,22118.4,33.17,3012.48
14/03/2024,Asia,PC,Action,FarmLife Sim,370,33.62,12439.4,23.32,3811
14/03/2024,South America,PC,Puzzle,Lost Odyssey,258,73.61,18991.38,18.75,14153.88
14/03/2024,Europe,PS5,Simulation,Mystic Legends,321,37.18,11934.78,42.37,-1665.99
15/03/2024,Asia,PS5,Adventure,StarBattle V,571,45.99,26260.29,36.2,5590.09
15/03/2024,South America,Switch,Puzzle,FarmLife Sim,178,34.3,6105.4,34.87,-101.46
15/03/2024,North America,PC,Shooter,Turbo Racer,74,36.27,2683.98,15.6,1529.58
15/03/2024,South America,PC,Adventure,Turbo Racer,735,30.36,22314.6,31.22,-632.1
15/03/2024,South America,Switch,RPG,Dragon Realms,743,67.09,49847.87,44.71,16628.34
15/03/2024,Asia,PC,Action,City Architect,477,73.38,35002.26,23.39,23845.23
15/03/2024,Europe,Switch,Puzzle,Mystic Legends,501,47.57,23832.57,31.86,7870.71
15/03/2024,Asia,PS5,Racing,GoalMaster 24,266,65.03,17297.98,21.53,11571
15/03/2024,South America,Xbox,Shooter,Football Hero,828,55.24,45738.72,27.31,23126.04
15/03/2024,Europe,Switch,RPG,Mech Arena,922,45.46,41914.12,31.25,13101.62
16/03/2024,Europe,PS5,Shooter,City Architect,939,47.09,44217.51,20.73,24752.04
16/03/2024,North America,PC,RPG,GoalMaster 24,273,42.4,11575.2,20.8,5896.8
16/03/2024,North America,Xbox,Puzzle,Mech Arena,510,78.73,40152.3,36.4,21588.3
16/03/2024,Europe,Switch,Simulation,City Architect,177,57.3,10142.1,38.61,3308.13
16/03/2024,South America,PC,Shooter,Mystic Legends,318,64.64,20555.52,40.28,7746.48
16/03/2024,Europe,PS5,RPG,Dragon Realms,282,35.3,9954.6,30.13,1457.94
17/03/2024,Asia,PS5,Action,City Architect,718,75.73,54374.14,19.87,40107.48
18/03/2024,Asia,Switch,Puzzle,Brain Blox,714,43.25,30880.5,36.67,4698.12
18/03/2024,North America,PS5,Shooter,StarBattle V,258,63.66,16424.28,24.29,10157.46
18/03/2024,South America,Switch,Puzzle,Mech Arena,99,69.49,6879.51,23.04,4598.55
18/03/2024,North America,Switch,Action,Fishing Frenzy,989,36.77,36365.53,24.19,12441.62
18/03/2024,Asia,PS5,RPG,Brain Blox,114,54.36,6197.04,21,3803.04
18/03/2024,South America,Xbox,Sports,Galaxy Wars,394,60.9,23994.6,36.33,9680.58
18/03/2024,South America,Xbox,Action,Mystic Legends,248,73.73,18285.04,39.18,8568.4
19/03/2024,North America,PC,RPG,Mech Arena,380,65.89,25038.2,29.4,13866.2
19/03/2024,South America,Xbox,Puzzle,City Architect,649,75.75,49161.75,43.02,21241.77
19/03/2024,North America,PS5,Action,GoalMaster 24,64,75.34,4821.76,38.84,2336
19/03/2024,South America,PS5,Shooter,Mystic Legends,215,47.83,10283.45,20.81,5809.3
19/03/2024,Asia,Switch,Shooter,Shadow Strike,948,41.83,39654.84,34,7422.84
20/03/2024,North America,PC,Racing,FarmLife Sim,819,47.69,39058.11,28.27,15904.98
20/03/2024,South America,PC,Racing,Galaxy Wars,638,51.95,33144.1,37.15,9442.4
20/03/2024,North America,Xbox,Action,Turbo Racer,543,62.54,33959.22,17.02,24717.36
20/03/2024,South America,PC,Racing,Mystic Legends,904,52.16,47152.64,39.06,11842.4
21/03/2024,North America,PS5,RPG,Shadow Strike,501,58.92,29518.92,30.82,14078.1
21/03/2024,North America,PC,Racing,Turbo Racer,773,37.65,29103.45,29.74,6114.43
21/03/2024,North America,Switch,Puzzle,Mech Arena,749,72.07,53980.43,37.99,25525.92
21/03/2024,North America,PC,Racing,Mystic Legends,179,43.67,7816.93,39.96,664.09
21/03/2024,Asia,PC,Racing,Lost Odyssey,519,32.59,16914.21,40.83,-4276.56
21/03/2024,Asia,PS5,Adventure,Turbo Racer,622,48.08,29905.76,21.69,16414.58
21/03/2024,Asia,PC,Shooter,Galaxy Wars,255,37.29,9508.95,17.84,4959.75
21/03/2024,South America,PS5,Simulation,Football Hero,178,65.95,11739.1,20.61,8070.52
21/03/2024,Europe,Switch,Action,City Architect,570,77.28,44049.6,30.27,26795.7
21/03/2024,South America,Switch,Shooter,Dragon Realms,957,54.09,51764.13,26.14,26748.15
22/03/2024,Asia,PC,Racing,Brain Blox,706,40.46,28564.76,31.07,6629.34
22/03/2024,Asia,PC,Shooter,Football Hero,355,78.82,27981.1,28.78,17764.2
22/03/2024,South America,PC,Shooter,Galaxy Wars,103,53.7,5531.1,19.05,3568.95
22/03/2024,Europe,Switch,Action,Fishing Frenzy,729,54.82,39963.78,16,28299.78
22/03/2024,South America,PC,Action,City Architect,805,58.22,46867.1,30.55,22274.35
22/03/2024,North America,Xbox,RPG,Dragon Realms,989,73.47,72661.83,17.54,55314.77
22/03/2024,Asia,Switch,Shooter,Final Combat,678,71.02,48151.56,31.02,27120
23/03/2024,Asia,Switch,Adventure,Mystic Legends,591,56.73,33527.43,32.2,14497.23
23/03/2024,Europe,PC,Adventure,FarmLife Sim,899,75.74,68090.26,15.93,53769.19
23/03/2024,Europe,Switch,Adventure,Football Hero,964,36.66,35340.24,23.53,12657.32
23/03/2024,South America,Switch,RPG,Lost Odyssey,712,37.32,26571.84,31.09,4435.76
23/03/2024,South America,PS5,Adventure,StarBattle V,236,71.22,16807.92,28.94,9978.08
23/03/2024,Europe,PS5,RPG,Fishing Frenzy,175,35.27,6172.25,27.33,1389.5
24/03/2024,North America,PC,Adventure,Dragon Realms,780,50.31,39241.8,27.73,17612.4
24/03/2024,Asia,PC,RPG,Mech Arena,771,66.92,51595.32,34.86,24718.26
24/03/2024,South America,PC,RPG,Football Hero,254,43.1,10947.4,17.39,6530.34
24/03/2024,Asia,PS5,Simulation,Final Combat,372,50.45,18767.4,28.08,8321.64
24/03/2024,North America,PC,Shooter,Football Hero,159,30.04,4776.36,30.85,-128.79
24/03/2024,Asia,PC,Puzzle,Final Combat,555,35.67,19796.85,31.98,2047.95
24/03/2024,North America,PS5,Action,Galaxy Wars,256,41.98,10746.88,17.6,6241.28
24/03/2024,Asia,Switch,Shooter,Shadow Strike,545,43.66,23794.7,44.34,-370.6
24/03/2024,Europe,Xbox,Adventure,Galaxy Wars,660,51.14,33752.4,22.34,19008
25/03/2024,North America,Xbox,Shooter,Turbo Racer,567,58.55,33197.85,19.48,22152.69
25/03/2024,Europe,Switch,Sports,Shadow Strike,703,30.86,21694.58,35.07,-2959.63
25/03/2024,South America,PC,RPG,Football Hero,107,30.89,3305.23,27.76,334.91
25/03/2024,Asia,PC,Racing,City Architect,531,58.93,31291.83,35.98,12186.45
25/03/2024,North America,Switch,Puzzle,FarmLife Sim,838,62.5,52375,25.66,30871.92
25/03/2024,Europe,Switch,Action,Fishing Frenzy,683,64.16,43821.28,30.15,23228.83
26/03/2024,South America,PC,Shooter,Football Hero,76,34.86,2649.36,26.34,647.52
26/03/2024,Asia,PC,Puzzle,Brain Blox,896,79.29,71043.84,27.74,46188.8
26/03/2024,Europe,PC,Simulation,Final Combat,101,55.48,5603.48,41.69,1392.79
26/03/2024,Asia,PC,Racing,Galaxy Wars,943,38.32,36135.76,44.01,-5365.67
26/03/2024,Europe,PS5,Adventure,Mystic Legends,928,55.22,51244.16,21.18,31589.12
26/03/2024,North America,PS5,Puzzle,Shadow Strike,348,54.24,18875.52,17.36,12834.24
26/03/2024,North America,Switch,Shooter,Football Hero,953,64.66,61620.98,39.84,23653.46
26/03/2024,South America,PC,Action,Shadow Strike,820,70.96,58187.2,18.98,42623.6
26/03/2024,North America,PS5,Adventure,Dragon Realms,63,68.25,4299.75,40.51,1747.62
26/03/2024,North America,PS5,Action,Mystic Legends,432,41.36,17867.52,23.62,7663.68
26/03/2024,Asia,PC,Action,Lost Odyssey,796,46.78,37236.88,38.22,6813.76
26/03/2024,Europe,Switch,Puzzle,Dragon Realms,302,35.21,10633.42,40.08,-1470.74
26/03/2024,Asia,Xbox,Simulation,Turbo Racer,221,37.13,8205.73,40.79,-808.86
26/03/2024,South America,PC,Sports,Dragon Realms,225,53.48,12033,33.82,4423.5
27/03/2024,South America,PC,Sports,GoalMaster 24,440,72.12,31732.8,34.78,16429.6
27/03/2024,Asia,PC,Adventure,Galaxy Wars,474,79.32,37597.68,35.78,20637.96
27/03/2024,Asia,PS5,Adventure,Final Combat,988,32.8,32406.4,29.55,3211
28/03/2024,Europe,PS5,Sports,FarmLife Sim,710,75.47,53583.7,31.58,31161.9
28/03/2024,South America,PC,RPG,Mystic Legends,875,78.81,68958.75,24.4,47608.75
28/03/2024,South America,Switch,Adventure,Football Hero,242,57.98,14031.16,44.42,3281.52
28/03/2024,Asia,Switch,Shooter,City Architect,386,77.04,29737.44,31.18,17701.96
28/03/2024,South America,PS5,Racing,Mech Arena,618,44.85,27717.3,24.35,12669
29/03/2024,Europe,Switch,Racing,Final Combat,384,45.44,17448.96,33.23,4688.64
29/03/2024,Asia,Switch,Racing,Football Hero,660,40.58,26782.8,21.99,12269.4
29/03/2024,South America,Xbox,RPG,Lost Odyssey,914,74.89,68449.46,39.72,32145.38
29/03/2024,North America,PC,Sports,StarBattle V,603,49.22,29679.66,30.09,11535.39
29/03/2024,North America,Switch,Sports,Fishing Frenzy,631,68.48,43210.88,21.76,29480.32
29/03/2024,North America,Switch,Action,Final Combat,605,63.68,38526.4,24.61,23637.35
29/03/2024,South America,Xbox,Simulation,Mech Arena,163,65.48,10673.24,15.41,8161.41
30/03/2024,Asia,Xbox,Simulation,Turbo Racer,986,36.68,36166.48,35.19,1469.14
30/03/2024,North America,PC,Sports,Shadow Strike,715,31.51,22529.65,29.94,1122.55
30/03/2024,South America,Switch,Sports,Final Combat,769,68.44,52630.36,18.91,38088.57
30/03/2024,Asia,PS5,Action,Dragon Realms,478,36.55,17470.9,40.77,-2017.16
30/03/2024,South America,Xbox,Racing,Lost Odyssey,868,36.33,31534.44,27.14,7976.92
30/03/2024,North America,Switch,Sports,Mech Arena,161,70.03,11274.83,23.59,7476.84
30/03/2024,South America,PC,Simulation,Lost Odyssey,687,42.86,29444.82,21.16,14907.9
30/03/2024,North America,PC,Sports,Fishing Frenzy,123,68.1,8376.3,22.69,5585.43
30/03/2024,Europe,Switch,Adventure,FarmLife Sim,67,40.24,2696.08,18.53,1454.57
30/03/2024,Europe,Xbox,Sports,Final Combat,912,56.66,51673.92,15.58,37464.96
30/03/2024,South America,Xbox,Action,Lost Odyssey,490,62.91,30825.9,36.39,12994.8
30/03/2024,North America,PC,Adventure,Galaxy Wars,834,52.33,43643.22,42.74,7998.06
30/03/2024,South America,Xbox,Racing,Brain Blox,294,74.53,21911.82,22.34,15343.86
30/03/2024,North America,PC,Shooter,Mech Arena,131,77.45,10145.95,26.02,6737.33
31/03/2024,North America,Xbox,RPG,FarmLife Sim,805,43.27,34832.35,20.51,18321.8
31/03/2024,Europe,PS5,RPG,Lost Odyssey,238,47.62,11333.56,35.04,2994.04
31/03/2024,Europe,Xbox,RPG,Final Combat,894,32.46,29019.24,15.61,15063.9
01/04/2024,South America,Switch,Puzzle,Final Combat,91,33.09,3011.19,16.47,1512.42
01/04/2024,Asia,Xbox,Shooter,Final Combat,999,31.95,31918.05,18.81,13126.86
01/04/2024,South America,Switch,Shooter,Dragon Realms,231,45.7,10556.7,37.49,1896.51
01/04/2024,North America,PC,RPG,Brain Blox,843,43.95,37049.85,38.36,4712.37
01/04/2024,North America,Switch,Action,Lost Odyssey,396,59.87,23708.52,17.01,16972.56
01/04/2024,Europe,Xbox,Simulation,Turbo Racer,893,53.84,48079.12,37.18,14877.38
01/04/2024,North America,Switch,RPG,Lost Odyssey,489,35.81,17511.09,33.45,1154.04
01/04/2024,South America,Switch,Simulation,Mech Arena,812,44.37,36028.44,42.25,1721.44
01/04/2024,Asia,PS5,Action,FarmLife Sim,534,69.92,37337.28,42.43,14679.66
01/04/2024,North America,PC,Sports,Brain Blox,206,53.59,11039.54,20.66,6783.58
02/04/2024,Europe,Switch,Adventure,Shadow Strike,490,45.21,22152.9,32.14,6404.3
02/04/2024,Europe,PS5,Action,Lost Odyssey,161,32.72,5267.92,41.49,-1411.97
02/04/2024,Europe,PC,RPG,Mystic Legends,116,71.61,8306.76,18.59,6150.32
02/04/2024,Europe,Switch,RPG,Brain Blox,856,58.81,50341.36,20.79,32545.12
02/04/2024,Europe,PC,Simulation,Brain Blox,496,50.55,25072.8,34.18,8119.52
02/04/2024,South America,PS5,Puzzle,Final Combat,991,73.14,72481.74,15.04,57577.1
02/04/2024,Asia,PC,Puzzle,Galaxy Wars,244,67.19,16394.36,23.05,10770.16
02/04/2024,South America,PC,Simulation,GoalMaster 24,683,50.31,34361.73,23.03,18632.24
02/04/2024,Europe,PS5,Racing,Galaxy Wars,417,53.01,22105.17,39.36,5692.05
02/04/2024,South America,PC,Simulation,Football Hero,744,43.88,32646.72,40.46,2544.48
03/04/2024,Europe,PS5,Action,Mech Arena,204,66.79,13625.16,29.12,7684.68
03/04/2024,Europe,Switch,Puzzle,Dragon Realms,397,55.54,22049.38,42.95,4998.23
03/04/2024,North America,PC,Shooter,Football Hero,940,77.23,72596.2,19.7,54078.2
03/04/2024,North America,PS5,Shooter,Brain Blox,881,42.85,37750.85,34.25,7576.6
03/04/2024,Asia,PS5,Action,City Architect,943,70.65,66622.95,20.67,47131.14
03/04/2024,South America,Xbox,Sports,GoalMaster 24,739,78.28,57848.92,35.7,31466.62
03/04/2024,Asia,Switch,Shooter,Mystic Legends,597,38.12,22757.64,24.88,7904.28
04/04/2024,Asia,Switch,Puzzle,Mech Arena,624,38.73,24167.52,26.71,7500.48
04/04/2024,Asia,PS5,Puzzle,Galaxy Wars,121,49.67,6010.07,21.04,3464.23
04/04/2024,North America,Xbox,Action,Brain Blox,654,62.78,41058.12,16.38,30345.6
04/04/2024,Asia,PS5,Action,FarmLife Sim,897,72.8,65301.6,31.81,36768.03
04/04/2024,Asia,Switch,Shooter,Football Hero,798,47.61,37992.78,41.71,4708.2
04/04/2024,Europe,PS5,Simulation,Final Combat,538,57.48,30924.24,32.17,13616.78
04/04/2024,South America,PC,Simulation,Mystic Legends,355,33.19,11782.45,18.86,5087.15
04/04/2024,Europe,Xbox,Action,Turbo Racer,548,77.89,42683.72,17.9,32874.52
04/04/2024,South America,Xbox,Puzzle,Mech Arena,970,77.98,75640.6,16.27,59858.7
05/04/2024,South America,PC,Shooter,Shadow Strike,141,42.07,5931.87,26.99,2126.28
05/04/2024,South America,PS5,Adventure,Shadow Strike,377,35.32,13315.64,18.5,6341.14
05/04/2024,North America,PS5,Shooter,Galaxy Wars,465,60.56,28160.4,26.79,15703.05
05/04/2024,South America,PC,Puzzle,Shadow Strike,998,76.63,76476.74,22.2,54321.14
05/04/2024,North America,Switch,Adventure,Turbo Racer,903,55.11,49764.33,20.51,31243.8
05/04/2024,Europe,PS5,Simulation,Shadow Strike,482,47.6,22943.2,27.39,9741.22
05/04/2024,Europe,PC,Puzzle,FarmLife Sim,964,69.39,66891.96,37.42,30819.08
05/04/2024,Europe,PC,RPG,Lost Odyssey,589,75.43,44428.27,24.62,29927.09
05/04/2024,North America,Xbox,Racing,City Architect,666,74.54,49643.64,39.58,23283.36
05/04/2024,North America,Xbox,Sports,FarmLife Sim,949,78.33,74335.17,20.99,54415.66
06/04/2024,North America,Xbox,Simulation,Fishing Frenzy,406,60.65,24623.9,18.89,16954.56
06/04/2024,Europe,PC,Action,Final Combat,354,36.3,12850.2,38.82,-892.08
06/04/2024,Europe,PS5,Adventure,Turbo Racer,410,71.27,29220.7,25.02,18962.5
06/04/2024,North America,Switch,Shooter,Football Hero,159,40.5,6439.5,30.9,1526.4
06/04/2024,Asia,Xbox,Sports,Football Hero,814,33.6,27350.4,40.83,-5885.22
06/04/2024,Europe,Xbox,Racing,City Architect,332,30.36,10079.52,31.89,-507.96
07/04/2024,North America,PC,Shooter,Shadow Strike,591,47.72,28202.52,19.07,16932.15
07/04/2024,Asia,Switch,Shooter,FarmLife Sim,713,31.32,22331.16,37.61,-4484.77
07/04/2024,Europe,PS5,Racing,Final Combat,632,69.14,43696.48,16.13,33502.32
07/04/2024,North America,Xbox,Racing,Dragon Realms,309,64.15,19822.35,17.56,14396.31
07/04/2024,Asia,Xbox,Simulation,Mech Arena,322,61.42,19777.24,39.68,7000.28
07/04/2024,South America,PS5,Action,City Architect,808,49.45,39955.6,27.79,17501.28
07/04/2024,South America,Xbox,RPG,Shadow Strike,922,69.86,64410.92,37.25,30066.42
07/04/2024,Europe,PC,Action,Final Combat,753,57.46,43267.38,24.73,24645.69
07/04/2024,Asia,Xbox,Adventure,StarBattle V,731,32.63,23852.53,17.85,10804.18
08/04/2024,Asia,Switch,Sports,Galaxy Wars,379,49.35,18703.65,39.27,3820.32
08/04/2024,Europe,Xbox,Sports,Galaxy Wars,667,49.39,32943.13,34.66,9824.91
08/04/2024,Asia,Switch,RPG,FarmLife Sim,470,49.29,23166.3,23.62,12064.9
08/04/2024,South America,PS5,Sports,Turbo Racer,483,35.36,17078.88,33.68,811.44
08/04/2024,Europe,Switch,Puzzle,City Architect,195,61.27,11947.65,28.29,6431.1
08/04/2024,Asia,PC,Shooter,FarmLife Sim,261,59.58,15550.38,39.15,5332.23
08/04/2024,North America,Xbox,RPG,Mech Arena,693,50.85,35239.05,44.98,4067.91
08/04/2024,South America,PC,Shooter,FarmLife Sim,245,58.53,14339.85,33.57,6115.2
08/04/2024,North America,Switch,Action,GoalMaster 24,517,47.97,24800.49,29.12,9745.45
08/04/2024,North America,Switch,Simulation,Shadow Strike,368,77.72,28600.96,43.68,12526.72
08/04/2024,North America,PS5,Action,Mystic Legends,157,36.06,5661.42,17.88,2854.26
08/04/2024,South America,Switch,Simulation,Mystic Legends,847,40.44,34252.68,24.96,13111.56
08/04/2024,South America,PC,Adventure,StarBattle V,963,66.01,63567.63,31.52,33213.87
08/04/2024,North America,PC,Simulation,Football Hero,419,53.71,22504.49,42.86,4546.15
09/04/2024,South America,Xbox,RPG,Final Combat,924,70.72,65345.28,39.89,28486.92
09/04/2024,Europe,PS5,Sports,Brain Blox,953,34.61,32983.33,39.2,-4374.27
09/04/2024,Asia,PS5,RPG,Mech Arena,672,36.96,24837.12,28.82,5470.08
09/04/2024,North America,PS5,RPG,Shadow Strike,946,42.28,39996.88,16.85,24056.78
09/04/2024,North America,PS5,RPG,Mystic Legends,260,57.48,14944.8,37.45,5207.8
09/04/2024,North America,Xbox,Adventure,Mystic Legends,804,68.1,54752.4,18.78,39653.28
09/04/2024,Europe,PC,Puzzle,FarmLife Sim,536,44.69,23953.84,31.1,7284.24
10/04/2024,South America,PS5,Racing,Mech Arena,309,35.33,10916.97,39.62,-1325.61
10/04/2024,Asia,PS5,Sports,Turbo Racer,728,60.11,43760.08,17.58,30961.84
10/04/2024,Europe,Switch,Simulation,Final Combat,474,45.46,21548.04,16.45,13750.74
10/04/2024,Europe,PS5,Adventure,Football Hero,707,48.32,34162.24,31.22,12089.7
10/04/2024,Asia,Xbox,Simulation,Mech Arena,638,73.39,46822.82,42.9,19452.62
10/04/2024,Asia,Switch,Sports,City Architect,193,70.79,13662.47,43.27,5311.36
10/04/2024,Asia,Xbox,Adventure,Shadow Strike,139,71.05,9875.95,27.24,6089.59
10/04/2024,Europe,Xbox,Shooter,Fishing Frenzy,373,61.53,22950.69,36.85,9205.64
10/04/2024,Europe,Switch,Shooter,Turbo Racer,797,58.92,46959.24,39.33,15613.23
10/04/2024,South America,Switch,Simulation,Mystic Legends,221,50.94,11257.74,39.75,2472.99
10/04/2024,South America,Switch,Racing,Shadow Strike,105,56.89,5973.45,21.19,3748.5
11/04/2024,South America,PC,Puzzle,Dragon Realms,240,53.32,12796.8,31.82,5160
11/04/2024,South America,Switch,Racing,City Architect,751,36.48,27396.48,39.68,-2403.2
11/04/2024,Asia,PC,Adventure,Mech Arena,184,65.76,12099.84,41.69,4428.88
12/04/2024,North America,PC,RPG,Mech Arena,497,32.25,16028.25,37.47,-2594.34
12/04/2024,North America,PS5,Simulation,Turbo Racer,335,37.73,12639.55,16.15,7229.3
12/04/2024,Europe,PC,RPG,Brain Blox,656,45.81,30051.36,17.67,18459.84
12/04/2024,Asia,Xbox,Shooter,Lost Odyssey,130,34.73,4514.9,19.92,1925.3
12/04/2024,Europe,Switch,Simulation,StarBattle V,579,53.24,30825.96,43.43,5679.99
12/04/2024,South America,PS5,Sports,StarBattle V,314,32.9,10330.6,20.35,3940.7
12/04/2024,Europe,Xbox,Adventure,Football Hero,220,70.25,15455,30.65,8712
12/04/2024,Europe,Switch,Puzzle,GoalMaster 24,540,50.26,27140.4,37.98,6631.2
12/04/2024,Europe,Switch,Racing,Turbo Racer,449,52.23,23451.27,30.46,9774.73
12/04/2024,North America,PC,Simulation,GoalMaster 24,179,78.38,14030.02,34.42,7868.84
13/04/2024,North America,Xbox,Racing,StarBattle V,325,63.32,20579,23.06,13084.5
13/04/2024,Europe,PS5,Action,Fishing Frenzy,439,54.25,23815.75,29.46,10882.81
13/04/2024,North America,PC,Puzzle,Dragon Realms,250,66.55,16637.5,27.73,9705
13/04/2024,South America,PC,Puzzle,City Architect,511,70.58,36066.38,30.89,20281.59
13/04/2024,Asia,PC,Shooter,Mech Arena,374,41.67,15584.58,30.01,4360.84
13/04/2024,South America,Switch,Simulation,StarBattle V,898,69.89,62761.22,37.23,29328.68
13/04/2024,Asia,Switch,Sports,Lost Odyssey,139,45.24,6288.36,24.85,2834.21
13/04/2024,North America,PS5,Action,Final Combat,275,31.45,8648.75,32,-151.25
13/04/2024,North America,PS5,Shooter,Shadow Strike,758,38.03,28826.74,44.68,-5040.7
13/04/2024,Asia,PS5,Action,FarmLife Sim,746,67.93,50675.78,16.4,38441.38
13/04/2024,South America,PC,RPG,Turbo Racer,933,37.49,34978.17,15.38,20628.63
13/04/2024,Asia,PS5,Action,Dragon Realms,271,32.48,8802.08,35.02,-688.34
13/04/2024,Asia,PC,Simulation,Dragon Realms,379,43.3,16410.7,41.06,848.96
13/04/2024,South America,PC,Shooter,Football Hero,296,68.58,20299.68,26.05,12588.88
13/04/2024,Asia,Switch,Puzzle,Mech Arena,412,37.55,15470.6,42.04,-1849.88
13/04/2024,Asia,PC,Adventure,Dragon Realms,590,41.28,24355.2,23.89,10260.1
14/04/2024,North America,Xbox,Puzzle,Final Combat,840,39.94,33549.6,37.9,1713.6
14/04/2024,North America,Xbox,RPG,StarBattle V,366,73.96,27069.36,34.34,14500.92
14/04/2024,Europe,PC,Simulation,Shadow Strike,580,66.75,38715,21.57,26204.4
14/04/2024,South America,Switch,Shooter,City Architect,285,61.95,17655.75,42.32,5594.55
14/04/2024,Europe,Switch,Adventure,City Architect,242,30.19,7305.98,19.72,2533.74
14/04/2024,North America,PS5,Adventure,City Architect,781,64.35,50257.35,20.97,33879.78
15/04/2024,North America,Xbox,Puzzle,Mech Arena,183,56.87,10407.21,20.81,6598.98
15/04/2024,South America,Switch,Puzzle,Galaxy Wars,488,54.64,26664.32,28.49,12761.2
15/04/2024,Asia,Xbox,RPG,Lost Odyssey,240,78.41,18818.4,20.12,13989.6
15/04/2024,Europe,PC,Puzzle,Lost Odyssey,93,79.06,7352.58,23.48,5168.94
15/04/2024,North America,PS5,Racing,Galaxy Wars,656,62.41,40940.96,21.53,26817.28
16/04/2024,North America,Xbox,Racing,FarmLife Sim,536,65.96,35354.56,15.7,26939.36
16/04/2024,North America,Switch,Adventure,Final Combat,680,58.43,39732.4,29.68,19550
16/04/2024,Europe,PS5,Racing,Galaxy Wars,529,51.18,27074.22,36.64,7691.66
16/04/2024,North America,Xbox,Puzzle,Football Hero,643,35,22505,27.91,4558.87
16/04/2024,South America,Xbox,Adventure,Turbo Racer,214,59.67,12769.38,20.76,8326.74
17/04/2024,South America,PS5,RPG,Fishing Frenzy,217,61.29,13299.93,42.98,3973.27
17/04/2024,Asia,Switch,Racing,Galaxy Wars,978,55.51,54288.78,27.15,27736.08
17/04/2024,South America,Switch,Sports,Final Combat,146,39.66,5790.36,40.7,-151.84
17/04/2024,North America,PS5,Adventure,Final Combat,484,35.3,17085.2,43.26,-3852.64
17/04/2024,South America,PC,Racing,GoalMaster 24,211,69.02,14563.22,43.01,5488.11
17/04/2024,South America,Switch,Shooter,Football Hero,822,57.27,47075.94,22.96,28202.82
17/04/2024,Asia,PS5,Simulation,Brain Blox,968,36.32,35157.76,24.61,11335.28
17/04/2024,South America,Xbox,RPG,Mech Arena,217,34.4,7464.8,19.51,3231.13
17/04/2024,South America,Switch,Puzzle,Final Combat,885,42.32,37453.2,41.63,610.65
17/04/2024,South America,PC,Sports,Fishing Frenzy,323,74.11,23937.53,21.63,16951.04
18/04/2024,Asia,Switch,Shooter,StarBattle V,572,45.15,25825.8,42.56,1481.48
18/04/2024,South America,Switch,Sports,Galaxy Wars,646,42.65,27551.9,42.91,-167.96
18/04/2024,North America,PS5,Sports,Final Combat,541,72.14,39027.74,22.38,26920.16
18/04/2024,Europe,Switch,RPG,Shadow Strike,196,45.5,8918,25.52,3916.08
18/04/2024,Europe,PC,Shooter,Mystic Legends,264,76.03,20071.92,29.87,12186.24
18/04/2024,Europe,PS5,Puzzle,Dragon Realms,940,69.74,65555.6,32.6,34911.6
18/04/2024,Europe,PS5,Sports,Mech Arena,781,60.21,47024.01,34.63,19977.98
18/04/2024,Europe,PS5,Racing,Football Hero,683,78.26,53451.58,18.18,41034.64
18/04/2024,Asia,PC,Adventure,Football Hero,569,74.21,42225.49,17.69,32159.88
18/04/2024,North America,PS5,RPG,FarmLife Sim,319,56.2,17927.8,16.7,12600.5
18/04/2024,South America,PS5,Shooter,Lost Odyssey,849,38.33,32542.17,20.14,15443.31
18/04/2024,Asia,PS5,Adventure,Turbo Racer,547,34.56,18904.32,43.35,-4808.13
19/04/2024,Europe,PC,RPG,GoalMaster 24,961,69.06,66366.66,16.56,50452.5
19/04/2024,South America,PC,Racing,FarmLife Sim,332,45.24,15019.68,31.27,4638.04
19/04/2024,South America,PS5,Puzzle,StarBattle V,430,65.87,28324.1,24.08,17969.7
19/04/2024,Europe,PC,Puzzle,Lost Odyssey,175,42.72,7476,25.73,2973.25
20/04/2024,North America,PS5,Puzzle,Shadow Strike,239,78.85,18845.15,32.77,11013.12
20/04/2024,South America,Xbox,Adventure,Shadow Strike,516,48.05,24793.8,20.81,14055.84
20/04/2024,Asia,Switch,RPG,StarBattle V,475,65.01,30879.75,20,21379.75
20/04/2024,South America,Switch,Simulation,Brain Blox,416,37.81,15728.96,43.41,-2329.6
20/04/2024,Asia,PS5,Shooter,Football Hero,319,66.58,21239.02,36.09,9726.31
20/04/2024,North America,Xbox,Shooter,Fishing Frenzy,398,76.6,30486.8,43.84,13038.48
20/04/2024,Asia,PS5,Adventure,Fishing Frenzy,904,34.4,31097.6,39.23,-4366.32
20/04/2024,North America,Switch,Shooter,Turbo Racer,747,38.18,28520.46,34.18,2988
20/04/2024,North America,Switch,Adventure,Galaxy Wars,707,76.18,53859.26,27.7,34275.36
20/04/2024,North America,PC,Adventure,StarBattle V,363,54.25,19692.75,44.59,3506.58
